advertiser_id,party_all_clf
AR03625873101373308929,REP
AR03627240344082448385,REP
AR03638539475325288449,REP
AR03639383900255420417,REP
AR03641635700069105665,REP
AR03643658457866829825,REP
AR03643909490115346433,REP
AR03644252812621119489,REP
AR03647230015231229953,REP
AR03648391099510161409,REP
AR03655511811689545729,DEM
AR03656553873834770433,REP
AR03661529163950456833,REP
AR03666277611073437697,REP
AR03666405498019643393,DEM
AR03668681487089139713,REP
AR03669846076061384705,DEM
AR03670148510478499841,DEM
AR03670297700462493697,DEM
AR03671726034786451457,DEM
AR03671837360338763777,DEM
AR03672476314033455105,DEM
AR03673128118270296065,DEM
AR03674568272344252417,DEM
AR03678080318641799169,DEM
AR03683878936808259585,REP
AR03685268375908384769,DEM
AR03687845081408077825,DEM
AR03689193082663731201,DEM
AR03699202830364573697,REP
AR03701273210759675905,REP
AR03706177307497463809,DEM
AR03706937894665977857,DEM
AR03711441494293348353,DEM
AR03713693294107033601,DEM
AR03715945093920718849,REP
AR03716310406659047425,REP
AR03716375209125609473,DEM
AR03720951445239889921,DEM
AR03723026704717840385,DEM
AR03726588572636020737,DEM
AR03732806310891094017,DEM
AR03732979827569852417,DEM
AR03733334901106147329,DEM
AR03738793495301718017,DEM
AR03738828404795899905,DEM
AR03740494096192503809,DEM
AR03741285744564502529,REP
AR03742966691684941825,DEM
AR03746807285800763393,DEM
AR03749722091125997569,DEM
AR03767601249705263105,REP
AR03767736489635479553,DEM
AR03768101802373808129,REP
AR03773731301908021249,DEM
AR03778198548932198401,DEM
AR03785750888144961537,DEM
AR03789493900603817985,REP
AR03792506287586017281,DEM
AR03793765228399820801,DEM
AR03795821521302192129,DEM
AR03796117083771633665,DEM
AR03801378246910541825,DEM
AR03803911521700937729,DEM
AR03806017086468128769,DEM
AR03813066055513800705,DEM
AR03814263698554355713,REP
AR03815086064532455425,REP
AR03819420339369148417,DEM
AR03821779685163925505,DEM
AR03828759591135477761,REP
AR03836947929105432577,DEM
AR03839743712296960001,DEM
AR03839794083673407489,DEM
AR03842045883487092737,DEM
AR03844217625110380545,DEM
AR03845788895945949185,DEM
AR03851053082741833729,REP
AR03854395598090272769,DEM
AR03857808482182889473,DEM
AR03857878782207590401,REP
AR03859185002021388289,DEM
AR03860425594734903297,REP
AR03868306894082801665,REP
AR03873571080878686209,REP
AR03877095015645708289,REP
AR03881505706540531713,DEM
AR03881598615273078785,DEM
AR03890713566667341825,REP
AR03900827630533869569,REP
AR03901678102777954305,DEM
AR03904017863521861633,DEM
AR03905096278270279681,REP
AR03911851677711335425,DEM
AR03920101519612968961,DEM
AR03926769851477000193,DEM
AR03933390010987839489,DEM
AR03936968577738866689,REP
AR03949407902539710465,REP
AR03951846619330117633,REP
AR03952749387095998465,DEM
AR03954635874171355137,DEM
AR03958879095701372929,DEM
AR03959632810922213377,DEM
AR03961322210538291201,REP
AR03962319536304160769,DEM
AR03963643073426096129,DEM
AR03965271725024739329,DEM
AR03968319296379027457,DEM
AR03968511985791795201,DEM
AR03974584313634095105,DEM
AR03976393285139693569,REP
AR03976577178459439105,REP
AR03978519122152521729,DEM
AR03980813047005446145,REP
AR03985203053337772033,REP
AR03988778184114962433,REP
AR03990664671190319105,REP
AR03992236079464841217,REP
AR03994046700237881345,REP
AR03994407683649175553,DEM
AR03995168270817689601,DEM
AR03999133315905880065,DEM
AR04001923670258745345,DEM
AR04006476954067795969,REP
AR04012021585048240129,DEM
AR04025682673425973249,DEM
AR04035700667464024065,DEM
AR04038480164139565057,DEM
AR04052870641043374081,REP
AR04055966865787191297,REP
AR04058746431182209025,DEM
AR04061961678059732993,DEM
AR04073358116081631233,REP
AR04073981264296673281,REP
AR04079078531483566081,DEM
AR04082276186175045633,REP
AR04084663569516331009,REP
AR04086731476010270721,REP
AR04091470852162322433,DEM
AR04094016565178007553,DEM
AR04096379621824528385,REP
AR04105954169079201793,DEM
AR04107758261501952001,REP
AR04108123574240280577,REP
AR04108873922206760961,REP
AR04109386913100595201,REP
AR04112261861129322497,DEM
AR04114704082613043201,REP
AR04115604376477761537,DEM
AR04116765460756692993,DEM
AR04121269060384063489,REP
AR04124878207302238209,REP
AR04136619891975258113,DEM
AR04140362285958823937,DEM
AR04141582743865655297,REP
AR04145022359834722305,REP
AR04146038858334601217,REP
AR04148933872450535425,DEM
AR04152794257775656961,DEM
AR04175312255912509441,REP
AR04176553260942884865,REP
AR04182067655353565185,REP
AR04185096466290704385,DEM
AR04187594350550581249,DEM
AR04190173804829343745,DEM
AR04190235033883115521,DEM
AR04191577606300106753,DEM
AR04200082053863047169,DEM
AR04202417691438350337,DEM
AR04202836605368532993,DEM
AR04204259304695398401,DEM
AR04211341052931473409,REP
AR04215000227628711937,REP
AR04215508751756558337,DEM
AR04216208247310254081,REP
AR04218096452372529153,DEM
AR04220348252186214401,DEM
AR04221935946976722945,DEM
AR04222982682046365697,DEM
AR04226505517301760001,DEM
AR04236613602573811713,DEM
AR04237136901389156353,DEM
AR04238683158335193089,DEM
AR04242974758376833025,DEM
AR04247369849950437377,DEM
AR04247711729347198977,DEM
AR04254125249391493121,DEM
AR04254793408863797249,REP
AR04255397384344829953,DEM
AR04265384248459919361,DEM
AR04273630860546146305,REP
AR04274391447714660353,REP
AR04275663582667997185,DEM
AR04277733963063099393,REP
AR04278134460173516801,REP
AR04287057821666639873,DEM
AR04290154046410457089,REP
AR04291015994807156737,REP
AR04291828259022176257,DEM
AR04303529605362352129,DEM
AR04305916645106253825,DEM
AR04311911457378795521,DEM
AR04313762760082063361,REP
AR04315289157099323393,REP
AR04318382564344594433,DEM
AR04319427443988365313,REP
AR04320799565780353025,REP
AR04325486852569038849,DEM
AR04328159971494592513,DEM
AR04330551203126575105,DEM
AR04331138892091621377,REP
AR04331308766638112769,DEM
AR04336280758218915841,DEM
AR04337441842497847297,REP
AR04338060317788471297,REP
AR04339070494096490497,DEM
AR04342873704816967681,REP
AR04346346993329635329,REP
AR04350192054211444737,REP
AR04354396517956583425,DEM
AR04355456241007329281,DEM
AR04361298152444133377,DEM
AR04362176456076296193,REP
AR04362211640448385025,REP
AR04363483775401721857,REP
AR04367805955610509313,REP
AR04372294917989335041,DEM
AR04373470639516811265,DEM
AR04375042047791333377,REP
AR04377974239144181761,REP
AR04390724450857779201,REP
AR04391485038026293249,DEM
AR04397112544695681025,REP
AR04402328627857850369,REP
AR04403552934055378945,DEM
AR04404904577443299329,DEM
AR04406487049553575937,REP
AR04416254835976830977,REP
AR04418077482658299905,DEM
AR04423784497762271233,REP
AR04426753247876743169,REP
AR04426765067626741761,DEM
AR04429727358110400513,REP
AR04434269234486312961,DEM
AR04443779185432854529,REP
AR04444767646386225153,REP
AR04448548798154670081,REP
AR04468038191512813569,DEM
AR04473683084209815553,REP
AR04479947345550639105,REP
AR04481080392283062273,DEM
AR04485088868080549889,REP
AR04486107565603684353,DEM
AR04486767066421919745,DEM
AR04493883311835316225,DEM
AR04494307242287300609,REP
AR04494499588102684673,REP
AR04497684942007828481,REP
AR04503230603780423681,REP
AR04503640721617584129,REP
AR04505728694198730753,DEM
AR04506326828524240897,DEM
AR04513082227965296641,REP
AR04518744919006773249,DEM
AR04533720061218652161,REP
AR04543710155149148161,REP
AR04546236076955533313,DEM
AR04552854037443117057,REP
AR04553614624611631105,DEM
AR04554886759564967937,REP
AR04557273730589392897,DEM
AR04557273799308869633,DEM
AR04558118224239001601,DEM
AR04561861236697858049,REP
AR04562621823866372097,DEM
AR04562758094588739585,REP
AR04563369148175876097,REP
AR04563893958819708929,DEM
AR04568116083470368769,DEM
AR04576984744260009985,DEM
AR04578384422562168833,DEM
AR04593302596327833601,DEM
AR04600141833530507265,REP
AR04606813395209945089,REP
AR04607657820140077057,DEM
AR04611316994837315585,REP
AR04616665019394818049,REP
AR04621573170581733377,DEM
AR04632427618090614785,REP
AR04640674230176841729,DEM
AR04643208535759388673,REP
AR04643398545112563713,DEM
AR04650442016600096769,REP
AR04658127602878251009,REP
AR04662791181447462913,REP
AR04669947627754749953,DEM
AR04670024593568694273,DEM
AR04673325327475277825,REP
AR04674451227382120449,DEM
AR04676202474527260673,DEM
AR04678732107185389569,REP
AR04695652835222618113,DEM
AR04706737011942227969,DEM
AR04714583126918037505,DEM
AR04717523221010710529,DEM
AR04718245600150159361,REP
AR04720247810824339457,DEM
AR04722499610638024705,DEM
AR04724922384509829121,REP
AR04729255010079080449,REP
AR04731708226679078913,REP
AR04731827523690692609,DEM
AR04737417784403689473,DEM
AR04746108324309630977,REP
AR04747134168658345985,DEM
AR04751773008215932929,REP
AR04753989623657529345,DEM
AR04755796877176209409,REP
AR04758528407656988673,REP
AR04759949732594319361,DEM
AR04764330736675192833,DEM
AR04767181770326016001,DEM
AR04776542806166470657,DEM
AR04782537618439012353,REP
AR04788894925951336449,REP
AR04794557204675952641,REP
AR04800151519838076929,DEM
AR04804884917395652609,REP
AR04806333180367863809,DEM
AR04808433316296392705,REP
AR04809603471546253313,DEM
AR04814554022650314753,DEM
AR04816132577750417409,DEM
AR04817135126196518913,DEM
AR04818566415457976321,DEM
AR04819327002626490369,DEM
AR04823070015085346817,REP
AR04827476788969996289,REP
AR04832837801508601857,DEM
AR04836313357764001793,DEM
AR04838560965689606145,DEM
AR04850674835048628225,REP
AR04854194715366522881,REP
AR04855355799645454337,DEM
AR04867017769725460481,REP
AR04867659540918697985,REP
AR04868866598527565825,DEM
AR04869647457941716993,DEM
AR04874599658313220097,REP
AR04877113210613792769,REP
AR04887119797218705409,DEM
AR04891533236892598273,DEM
AR04895888196291788801,DEM
AR04899547370989027329,DEM
AR04900391795919159297,REP
AR04901607306023665665,DEM
AR04902643595732844545,DEM
AR04903008908471173121,DEM
AR04904895395546529793,DEM
AR04907674960941547521,REP
AR04909398995173900289,DEM
AR04914574602564272129,DEM
AR04916657146306756609,REP
AR04918052357842927617,DEM
AR04920657994242326529,DEM
AR04924228314656145409,REP
AR04926652806514868225,DEM
AR04927140646080217089,DEM
AR04940924192565493761,REP
AR04945427792192864257,REP
AR04967185203161202689,REP
AR04967852812877692929,DEM
AR04967945790329716737,REP
AR04972814702695415809,REP
AR04973805019074658305,DEM
AR04974701189770772481,DEM
AR04984418673537056769,DEM
AR04984827898021019649,DEM
AR04992715588280254465,DEM
AR04994006621089693697,DEM
AR04995046209333755905,DEM
AR04999197415484424193,DEM
AR04999470987721310209,DEM
AR04999554825482928129,REP
AR05002813503069749249,DEM
AR05005549637755469825,REP
AR05019601946114260993,REP
AR05021228398689648641,DEM
AR05023494423435018241,DEM
AR05027583232300810241,REP
AR05030816071364378625,DEM
AR05030996185112903681,DEM
AR05036692411259027457,DEM
AR05040003384367644673,DEM
AR05041159177246867457,REP
AR05043662559064883201,REP
AR05044506983995015169,REP
AR05046758783808700417,DEM
AR05055005395894927361,REP
AR05057064712454275073,DEM
AR05057390167896096769,REP
AR05057867699539935233,DEM
AR05067230796964691969,DEM
AR05071959040561512449,REP
AR05080321032649179137,DEM
AR05085615730892734465,DEM
AR05085698194264817665,DEM
AR05088381895989788673,REP
AR05098550179523461121,DEM
AR05099490261965209601,DEM
AR05103480389662408705,DEM
AR05108703825808588801,DEM
AR05112060978405572609,REP
AR05114157747079741441,DEM
AR05118816377846628353,DEM
AR05122326568718303233,DEM
AR05125571777287684097,REP
AR05127996406585360385,DEM
AR05130965087980355585,DEM
AR05132727330241773569,DEM
AR05135442849084473345,REP
AR05139910164828127233,REP
AR05142825588628652033,REP
AR05147329188256022529,REP
AR05148089775424536577,DEM
AR05149580988069707777,DEM
AR05151748950121775105,DEM
AR05154845174865592321,REP
AR05161579889744150529,REP
AR05164943089655087105,REP
AR05175111373188759553,DEM
AR05175527194742489089,DEM
AR05176997035630395393,REP
AR05183002774299738113,REP
AR05184118572443500545,REP
AR05184388158950735873,DEM
AR05188622172070871041,REP
AR05190873971884556289,DEM
AR05197629371325612033,REP
AR05201435536983588865,DEM
AR05205792145650221057,REP
AR05208888370394038273,DEM
AR05213538205067902977,DEM
AR05215643769835094017,REP
AR05216709471480315905,REP
AR05221638582107635713,REP
AR05226902768903520257,DEM
AR05230442302991761409,REP
AR05237227183088336897,REP
AR05243469866513465345,DEM
AR05244917167413002241,DEM
AR05249212065989525505,DEM
AR05249626375714766849,DEM
AR05250828141923926017,DEM
AR05269686965363539969,REP
AR05277849739688148993,REP
AR05283394576827023361,REP
AR05287701363873021953,DEM
AR05289355029361197057,REP
AR05291043879221460993,REP
AR05291444376331878401,DEM
AR05292204963500392449,REP
AR05313472473319079937,DEM
AR05313878536707112961,DEM
AR05314327343609675777,DEM
AR05314722961637244929,REP
AR05321343121148084225,DEM
AR05321460700172779521,REP
AR05328233760519356417,DEM
AR05330850873071370241,REP
AR05332459389863329793,DEM
AR05332737360146726913,DEM
AR05334989159960412161,REP
AR05340872646680641537,DEM
AR05340986102536732673,DEM
AR05346045505291943937,REP
AR05346972393594159105,REP
AR05353168691372490753,DEM
AR05355255358283579393,REP
AR05355934512872161281,REP
AR05359758957910949889,DEM
AR05364356222185111553,REP
AR05364578323533922305,DEM
AR05365145671533854721,REP
AR05365534692491657217,REP
AR05367921732235558913,DEM
AR05373635069531389953,DEM
AR05374939021602455553,REP
AR05376612272141500417,DEM
AR05379506392904237057,DEM
AR05381412946066800641,REP
AR05381480016276094977,DEM
AR05385209559717511169,REP
AR05389551256257691649,DEM
AR05392786294344515585,DEM
AR05393273377995620353,REP
AR05399432842134421505,REP
AR05410289213788651521,DEM
AR05413802153439395841,REP
AR05414167466177724417,REP
AR05417545165898252289,DEM
AR05420652866794684417,DEM
AR05422729294503739393,DEM
AR05422809352694136833,DEM
AR05424668626856706049,REP
AR05425131452532523009,DEM
AR05426224641968439297,DEM
AR05426723545369542657,DEM
AR05427312952321507329,REP
AR05442295103920013313,DEM
AR05447499092454277121,DEM
AR05462434102491742209,DEM
AR05466684264688910337,DEM
AR05468210661706170369,REP
AR05472348948595212289,DEM
AR05472481989502173185,REP
AR05490808305716559873,REP
AR05497118746545750017,DEM
AR05499735859097763841,REP
AR05503113558818291713,DEM
AR05503228732661301249,REP
AR05508377745614176257,REP
AR05509159704539955201,REP
AR05509657783307337729,REP
AR05515133145055232001,REP
AR05516624357700403201,DEM
AR05518375604845543425,DEM
AR05521005636659183617,DEM
AR05523085569061552129,DEM
AR05536076986138492929,REP
AR05538923278145421313,REP
AR05539902943005769729,REP
AR05543641213820731393,DEM
AR05543645955464626177,DEM
AR05543711582564909057,DEM
AR05548035137163231233,REP
AR05551161942074195969,REP
AR05554504457422635009,DEM
AR05555622317150699521,DEM
AR05561660353974108161,DEM
AR05562420941142622209,DEM
AR05565261185835597825,DEM
AR05566196870230835201,REP
AR05566688351928451073,REP
AR05566924540769992705,DEM
AR05571428140397363201,DEM
AR05573461343555551233,DEM
AR05575931740024733697,DEM
AR05577019157024604161,DEM
AR05578960344803442689,DEM
AR05579455674791755777,DEM
AR05584938939279474689,DEM
AR05587190739093159937,REP
AR05591398226495275009,DEM
AR05597689150993072129,REP
AR05598367480947933185,DEM
AR05602108912858824705,REP
AR05602953337788956673,DEM
AR05615992652341182465,DEM
AR05619806652019507201,REP
AR05623063336741502977,REP
AR05626461995902435329,REP
AR05629974935553179649,DEM
AR05634671155873841153,DEM
AR05635406797872300033,REP
AR05646345564179136513,DEM
AR05652492933690032129,REP
AR05653882922545971201,DEM
AR05655283700359757825,DEM
AR05656969045526708225,DEM
AR05661383241114845185,DEM
AR05661500132944773121,REP
AR05661810401382236161,DEM
AR05661820640584269825,REP
AR05661865445683101697,REP
AR05666786516131643393,DEM
AR05666994392548769793,DEM
AR05674942968264392705,REP
AR05684126639135391745,DEM
AR05690854001029939201,DEM
AR05691701793214431233,REP
AR05695277130150051841,REP
AR05697233367494295553,DEM
AR05699689676470747137,DEM
AR05705775542049964033,REP
AR05710034981376491521,DEM
AR05710195303915716609,DEM
AR05711039728845848577,REP
AR05715133416794488833,DEM
AR05720046928100589569,DEM
AR05723789940559446017,DEM
AR05726974950867206145,DEM
AR05729054127355330561,DEM
AR05729635975164854273,DEM
AR05736580284447457281,DEM
AR05740137135843835905,DEM
AR05741403841958510593,DEM
AR05749490749980803073,REP
AR05751572125492183041,REP
AR05753200777090826241,DEM
AR05765082924374294529,DEM
AR05767334724187979777,DEM
AR05769586524001665025,REP
AR05774090123629035521,REP
AR05776306670351155201,DEM
AR05777635705031229441,DEM
AR05779281467779579905,REP
AR05787350989774258177,DEM
AR05787966235249475585,REP
AR05795423397986959361,DEM
AR05803363521206943745,DEM
AR05808957836369068033,REP
AR05811018596037427201,REP
AR05819126119902740481,DEM
AR05821377919716425729,DEM
AR05821782471275970561,DEM
AR05827288894227349505,DEM
AR05830750431709495297,REP
AR05832636918784851969,DEM
AR05834128131430023169,DEM
AR05835816981290287105,DEM
AR05839392318225907713,DEM
AR05839771581018013697,REP
AR05845315387364737025,REP
AR05850029199871442945,DEM
AR05853674080917520385,DEM
AR05854310491991572481,DEM
AR05863401529007931393,REP
AR05863888543939559425,DEM
AR05877672915058556929,REP
AR05883528913988091905,REP
AR05904694512822779905,REP
AR05907311625374793729,REP
AR05908353687520018433,DEM
AR05909047685515575297,DEM
AR05911449912263835649,DEM
AR05911678541962936321,REP
AR05924201498366967809,DEM
AR05929464310773317633,DEM
AR05935459123045859329,REP
AR05935873364051623937,DEM
AR05940723309841743873,DEM
AR05941088622580072449,DEM
AR05947478709282799617,REP
AR05950095821834813441,DEM
AR05950717526940844033,REP
AR05953073024444923905,DEM
AR05957195093537456129,DEM
AR05957505155816488961,REP
AR05958737708351225857,DEM
AR05958943317025619969,DEM
AR05967051321927270401,REP
AR05967744907605966849,DEM
AR05968272673187299329,DEM
AR05971268842372988929,DEM
AR05975817521977098241,REP
AR05975991519692193793,REP
AR05976752106860707841,DEM
AR05982027769809207297,DEM
AR05984779641255100417,DEM
AR05985343896878579713,DEM
AR05988542170045349889,DEM
AR05990628218481147905,DEM
AR05998425680067428353,DEM
AR05998997975869685761,DEM
AR06000923770485735425,DEM
AR06006842441578053633,DEM
AR06007116219973369857,DEM
AR06010593631654641665,DEM
AR06011891398972801025,DEM
AR06012020316711157761,REP
AR06012780903879671809,DEM
AR06012851203904372737,REP
AR06013207514391248897,DEM
AR06016440078576910337,REP
AR06025531115593269249,DEM
AR06026291702761783297,DEM
AR06027282362738409473,DEM
AR06034454477086392321,DEM
AR06035298902016524289,REP
AR06038803045574246401,DEM
AR06040321402412728321,DEM
AR06041863742348591105,DEM
AR06047648547900227585,DEM
AR06048809700898635777,DEM
AR06050146363440627713,REP
AR06054881753863028737,DEM
AR06055565100339691521,REP
AR06059933460036845569,DEM
AR06066049974502686721,DEM
AR06066824099408117761,REP
AR06073579498849173505,DEM
AR06079574311121715201,DEM
AR06085130074657390593,DEM
AR06086247522068594689,DEM
AR06088962972191817729,REP
AR06093423415987798017,DEM
AR06096062312613937153,REP
AR06098371287032266753,DEM
AR06104344109072252929,REP
AR06116782815397806081,DEM
AR06119386458932379649,DEM
AR06121229584017915905,REP
AR06126862107209105409,DEM
AR06127622694377619457,DEM
AR06131277402308870145,DEM
AR06133330465395834881,DEM
AR06135869306463846401,REP
AR06136039662046674945,REP
AR06142423426557542401,DEM
AR06149518368933150721,DEM
AR06152392492328157185,DEM
AR06157700590869676033,DEM
AR06160555266652766209,DEM
AR06163651491396583425,DEM
AR06166457376351191041,DEM
AR06173660002146844673,DEM
AR06174149903296495617,REP
AR06177084431111553025,REP
AR06182756605440819201,DEM
AR06188421289347121153,DEM
AR06190804480800325633,REP
AR06197369664729776129,REP
AR06197863551609077761,REP
AR06197956254183194625,DEM
AR06198721170678743041,DEM
AR06199057140200505345,REP
AR06199680288415547393,REP
AR06204539786212933633,REP
AR06208272078433419265,REP
AR06210939287483973633,DEM
AR06217056076827721729,DEM
AR06222356547507322881,DEM
AR06223289002087153665,DEM
AR06227226353226219521,REP
AR06228953685993455617,DEM
AR06230226920458420225,REP
AR06231621307360870401,DEM
AR06233457285620826113,DEM
AR06236359927598678017,DEM
AR06239233020201533441,DEM
AR06245035143061307393,REP
AR06248626354196054017,DEM
AR06250535999735070721,DEM
AR06257385957176115201,REP
AR06259718296216535041,REP
AR06260917794682961921,REP
AR06263095995937062913,DEM
AR06263233434890534913,DEM
AR06264982483012419585,DEM
AR06268162545517854721,DEM
AR06271737882453475329,DEM
AR06274354995005489153,DEM
AR06275364277960310785,REP
AR06281178495447990273,DEM
AR06282236294353387521,REP
AR06282996881521901569,REP
AR06284380273308073985,REP
AR06290742047586385921,REP
AR06295747093235499009,REP
AR06300250692862869505,REP
AR06300886691620061185,DEM
AR06313520080223207425,DEM
AR06317864594261934081,DEM
AR06320638868257243137,DEM
AR06328880532541145089,REP
AR06343795476491403265,REP
AR06346047276305088513,DEM
AR06355485415398440961,DEM
AR06358713650257068033,REP
AR06361809875000885249,DEM
AR06367804687273426945,DEM
AR06368009677472530433,DEM
AR06368565274441940993,DEM
AR06373068874069311489,DEM
AR06379588084668825601,DEM
AR06381096408463704065,DEM
AR06382995196325396481,DEM
AR06394302573905444865,DEM
AR06396634157031620609,REP
AR06397838672019849217,DEM
AR06404399664061218817,REP
AR06412756845785513985,DEM
AR06412782684308766721,DEM
AR06413565192990359553,DEM
AR06413601270715645953,DEM
AR06413966583453974529,REP
AR06414468785389961217,DEM
AR06415853070529331201,DEM
AR06421447385691455489,REP
AR06425517227981668353,DEM
AR06426827502244593665,REP
AR06427112069597757441,DEM
AR06443965383828307969,REP
AR06446695677358505985,DEM
AR06448883499339350017,DEM
AR06454133667361980417,REP
AR06454430741659910145,REP
AR06462380279448207361,DEM
AR06466800041313959937,DEM
AR06497516479183847425,DEM
AR06503635536270327809,DEM
AR06503673263263055873,DEM
AR06505741444634902529,REP
AR06506602362239451137,REP
AR06517686813836967937,REP
AR06523341327260712961,DEM
AR06526191261399908353,REP
AR06526556574138236929,DEM
AR06533311973579292673,REP
AR06538857635351887873,REP
AR06545402134718840833,REP
AR06549365874136973313,REP
AR06557716458791501825,REP
AR06559968258605187073,DEM
AR06560723829251899393,DEM
AR06565669432553635841,DEM
AR06567088970784571393,REP
AR06570466670505099265,REP
AR06570783261134422017,DEM
AR06583509558470115329,REP
AR06583576972276793345,DEM
AR06588481069014581249,REP
AR06590513791136432129,REP
AR06594646511747858433,REP
AR06595350474067542017,REP
AR06598248855437836289,DEM
AR06602752455065206785,REP
AR06610027373750386689,REP
AR06616791019528650753,REP
AR06620675594109583361,REP
AR06620766853574688769,DEM
AR06621132166313017345,REP
AR06621569703221395457,REP
AR06626060452306616321,DEM
AR06627151923755614209,REP
AR06629774052829429761,DEM
AR06634878191963996161,REP
AR06635077203568623617,DEM
AR06644084402823364609,REP
AR06646944026408779777,DEM
AR06647788451338911745,REP
AR06652534149682823169,REP
AR06652657363704610817,DEM
AR06655634497595244545,DEM
AR06657072658804375553,DEM
AR06658286863238823937,REP
AR06661299250221023233,REP
AR06661452288495714305,REP
AR06663759957243985921,DEM
AR06665802849848393729,REP
AR06673107111750139905,DEM
AR06673648964824203265,REP
AR06692060493189742593,DEM
AR06696567460071473153,REP
AR06704083446681042945,DEM
AR06706335246494728193,REP
AR06707629921436434433,REP
AR06712492511610273793,REP
AR06713296254610178049,DEM
AR06714568320844038145,DEM
AR06722021978888208385,REP
AR06723896577494089729,REP
AR06727692160352649217,REP
AR06728092657463066625,DEM
AR06730125379584917505,DEM
AR06732596257090437121,REP
AR06742161389776797697,DEM
AR06746107055972548609,DEM
AR06749898996698841089,DEM
AR06750610655599919105,DEM
AR06753853046670753793,DEM
AR06754497704082014209,REP
AR06755030417465671681,DEM
AR06758873966518992897,DEM
AR06761441120011419649,REP
AR06765929326476001281,REP
AR06767936691110936577,REP
AR06769385641277915137,REP
AR06771602256719511553,DEM
AR06772002753829928961,DEM
AR06773861753114591233,REP
AR06781147392038141953,DEM
AR06784387652805197825,DEM
AR06784452249113329665,DEM
AR06789393660526985217,DEM
AR06791059214484635649,REP
AR06792392922089127937,REP
AR06800150251500994561,REP
AR06801349200211607553,DEM
AR06802064982281289729,REP
AR06803527951221522433,DEM
AR06804434773436530689,REP
AR06804846196943749121,DEM
AR06809073612994117633,DEM
AR06812169837737934849,REP
AR06814421637551620097,DEM
AR06823428836806361089,DEM
AR06827168482010857473,DEM
AR06833798537126346753,REP
AR06835778551409541121,DEM
AR06838088831497928705,DEM
AR06840503908788338689,DEM
AR06841443235315843073,REP
AR06857571146749968385,REP
AR06858697046656811009,REP
AR06877436847962718209,DEM
AR06877472032334807041,REP
AR06879042341097701377,REP
AR06879526194933399553,DEM
AR06881131207032045569,DEM
AR06882065791915655169,DEM
AR06901643695959834625,REP
AR06904493630099030017,DEM
AR06905740132687544321,REP
AR06912656404423639041,DEM
AR06913500829353771009,DEM
AR06917160004051009537,DEM
AR06918004428981141505,REP
AR06926167203305750529,DEM
AR06932787362816589825,DEM
AR06935258240322109441,REP
AR06940522427117993985,DEM
AR06949037045163491329,REP
AR06950056292442439681,DEM
AR06956285025813790721,DEM
AR06959262434582331393,REP
AR06967544024882216961,REP
AR06972047624509587457,REP
AR06975390139858026497,DEM
AR06975790636968443905,REP
AR06981054823764328449,REP
AR06985558423391698945,REP
AR06992313822832754689,DEM
AR06993778922076766209,REP
AR07003572821901180929,DEM
AR07003964454199099393,DEM
AR07007719286407954433,REP
AR07011370214767984641,REP
AR07012477766574538753,DEM
AR07016323033614778369,DEM
AR07020426136131731457,DEM
AR07021587220410662913,DEM
AR07023307062754934785,DEM
AR07023608122782515201,REP
AR07026090820038033409,DEM
AR07028342619851718657,DEM
AR07042895412159578113,DEM
AR07042992718938636289,DEM
AR07043260793617383425,REP
AR07044105218547515393,REP
AR07051388383569903617,REP
AR07054605554592776193,REP
AR07057616017429626881,REP
AR07059459348673593345,DEM
AR07062265852103491585,REP
AR07071126816311738369,REP
AR07073218293586198529,REP
AR07076455255818371073,DEM
AR07079618550771482625,REP
AR07081124675543105537,REP
AR07082385815380164609,REP
AR07084834633933651969,REP
AR07088380627652706305,DEM
AR07093644814448590849,DEM
AR07094090872572084225,DEM
AR07101891426534817793,REP
AR07102652013703331841,REP
AR07102919744784695297,REP
AR07103017326441660417,REP
AR07103154765395132417,REP
AR07105994529051770881,REP
AR07107586553169313793,DEM
AR07113967637620588545,REP
AR07114465922546401281,DEM
AR07114985441790525441,DEM
AR07121409613353713665,REP
AR07122860144068657153,REP
AR07124026725905727489,REP
AR07124409424671670273,DEM
AR07128913024299040769,REP
AR07129219719323713537,DEM
AR07136429010908610561,DEM
AR07138680810722295809,REP
AR07141514458345504769,REP
AR07143549723087994881,DEM
AR07152191609604407297,DEM
AR07153182269581033473,DEM
AR07156695209231777793,REP
AR07161198808859148289,REP
AR07164941821318004737,DEM
AR07165702408486518785,REP
AR07177763501287407617,DEM
AR07182956219827486721,REP
AR07190681113646333953,REP
AR07192435590606880769,REP
AR07193478271227396097,REP
AR07197592918616440833,REP
AR07198218265854738433,REP
AR07200751540645134337,REP
AR07201731205505482753,REP
AR07202949120791674881,REP
AR07205862070691037185,REP
AR07206234805132853249,REP
AR07207686916395761665,DEM
AR07208486604946538497,DEM
AR07213723578829635585,DEM
AR07216329421387464705,REP
AR07219215845568806913,REP
AR07222500155520450561,DEM
AR07224776969223667713,DEM
AR07226501003456020481,DEM
AR07228752803269705729,REP
AR07231193169327554561,REP
AR07232495815728562177,DEM
AR07236780337664098305,DEM
AR07238262754216247297,REP
AR07241431271849590785,DEM
AR07244515401965502465,DEM
AR07254843114685202433,DEM
AR07259116916382367745,DEM
AR07261766739405307905,REP
AR07263455795424002049,DEM
AR07265427769528418305,REP
AR07273788799543410689,DEM
AR07275714250562076673,DEM
AR07278376236932399105,DEM
AR07279144520682307585,DEM
AR07279783611815952385,REP
